時間,儲能(Energy Storage System),其它再生能源(Other Renewable Energy),太陽能(Solar),核能(Nuclear),民營電廠-燃氣(IPP-LNG),民營電廠-燃煤(IPP-Coal),水力(Hydro),汽電共生(Co-Gen),燃氣(LNG),燃油(Oil),燃煤(Coal),輕油(Diesel),風力(Wind),碳排放量(TCO2),每度電碳排(kgCO₂/kWh),總發電量(MW),碳排放量(TCO₂),再生能源佔比(%),化石燃料佔比(%),低碳能源佔比(%),儲能(Energy Storage System)(%),其它再生能源(Other Renewable Energy)(%),太陽能(Solar)(%),民營電廠-燃氣(IPP-LNG)(%),民營電廠-燃煤(IPP-Coal)(%),水力(Hydro)(%),汽電共生(Co-Gen)(%),燃氣(LNG)(%),燃油(Oil)(%),燃煤(Coal)(%),輕油(Diesel)(%),風力(Wind)(%)
2025-07-07 21:34,689.6 (2.57%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),2604.6 (9.69%),2273.6 (8.46%),479.9 (1.79%),1513.4 (5.63%),9855.5 (36.68%),345.5 (1.29%),7220.1 (26.87%),70.7 (0.26%),1813.0 (6.75%),16018.91,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-07 22:05,646.0 (2.43%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),2465.5 (9.29%),2278.3 (8.59%),475.9 (1.79%),1525.0 (5.75%),9705.1 (36.58%),347.7 (1.31%),7258.9 (27.36%),70.2 (0.26%),1753.1 (6.61%),15921.61,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-07 22:34,641.7 (2.46%),4.5 (0.02%),0.0 (0.0%),0.0 (0.0%),1760.4 (6.75%),2299.7 (8.82%),449.9 (1.72%),1472.4 (5.65%),10057.8 (38.56%),345.4 (1.32%),7241.4 (27.76%),67.2 (0.26%),1742.7 (6.68%),15712.97,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-07 23:05,490.6 (1.9%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),1765.3 (6.84%),2275.6 (8.82%),438.5 (1.7%),1426.9 (5.53%),10032.1 (38.88%),342.6 (1.33%),7228.1 (28.01%),66.7 (0.26%),1733.3 (6.72%),15638.94,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-07 23:34,506.4 (2.01%),4.7 (0.02%),0.0 (0.0%),0.0 (0.0%),1753.2 (6.97%),2275.7 (9.05%),435.4 (1.73%),1413.6 (5.62%),9522.1 (37.86%),338.5 (1.35%),7118.5 (28.3%),63.2 (0.25%),1721.1 (6.84%),15265.11,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 00:05,358.2 (1.46%),4.8 (0.02%),0.0 (0.0%),0.0 (0.0%),1400.8 (5.71%),2280.3 (9.29%),429.5 (1.75%),1453.3 (5.92%),9616.6 (39.19%),336.0 (1.37%),6868.7 (27.99%),59.0 (0.24%),1730.3 (7.05%),14933.73,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 00:34,256.3 (1.03%),4.7 (0.02%),0.0 (0.0%),0.0 (0.0%),1863.4 (7.52%),2274.5 (9.18%),368.0 (1.49%),1330.6 (5.37%),9726.7 (39.26%),334.7 (1.35%),6815.1 (27.51%),56.7 (0.23%),1742.3 (7.03%),15090.0,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 01:05,0.0 (0.0%),4.5 (0.02%),0.0 (0.0%),0.0 (0.0%),1798.3 (7.42%),2281.1 (9.41%),342.2 (1.41%),1096.2 (4.52%),9681.5 (39.92%),333.8 (1.38%),6839.2 (28.2%),55.0 (0.23%),1819.4 (7.5%),14919.68,0.62,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 01:34,0.0 (0.0%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),1793.2 (7.46%),2282.1 (9.49%),341.1 (1.42%),1073.2 (4.46%),9858.1 (40.99%),333.3 (1.39%),6574.3 (27.34%),53.3 (0.22%),1736.1 (7.22%),14752.28,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 02:05,1.8 (0.01%),4.7 (0.02%),0.0 (0.0%),0.0 (0.0%),1817.2 (7.67%),2280.1 (9.63%),339.1 (1.43%),1082.7 (4.57%),9578.3 (40.44%),330.6 (1.4%),6425.6 (27.13%),52.6 (0.22%),1773.8 (7.49%),14491.69,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 02:34,0.0 (0.0%),4.8 (0.02%),0.0 (0.0%),0.0 (0.0%),1797.0 (7.7%),2278.1 (9.76%),333.3 (1.43%),1053.6 (4.51%),9441.9 (40.44%),329.9 (1.41%),6292.5 (26.95%),51.3 (0.22%),1766.8 (7.57%),14272.68,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 03:05,0.0 (0.0%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),1796.6 (7.7%),2281.7 (9.78%),332.6 (1.43%),1010.4 (4.33%),9500.3 (40.71%),327.6 (1.4%),6268.7 (26.86%),51.1 (0.22%),1762.4 (7.55%),14255.57,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 03:34,0.0 (0.0%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),1793.2 (7.7%),2280.8 (9.8%),320.1 (1.37%),1001.8 (4.3%),9425.1 (40.48%),326.5 (1.4%),6243.4 (26.82%),50.1 (0.22%),1837.6 (7.89%),14185.8,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 04:05,0.0 (0.0%),4.6 (0.02%),0.0 (0.0%),0.0 (0.0%),1796.7 (7.72%),2280.0 (9.79%),321.1 (1.38%),1017.8 (4.37%),9421.5 (40.46%),324.0 (1.39%),6270.9 (26.93%),49.5 (0.21%),1800.0 (7.73%),14216.86,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 04:34,0.0 (0.0%),4.8 (0.02%),0.0 (0.0%),0.0 (0.0%),1794.8 (7.73%),2273.0 (9.79%),318.1 (1.37%),1108.3 (4.77%),9314.7 (40.11%),323.9 (1.39%),6254.6 (26.94%),49.0 (0.21%),1778.8 (7.66%),14195.34,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 05:05,0.0 (0.0%),4.7 (0.02%),4.9 (0.02%),0.0 (0.0%),1796.9 (7.8%),2274.0 (9.87%),315.8 (1.37%),1037.3 (4.5%),9284.4 (40.28%),320.7 (1.39%),6270.9 (27.21%),48.4 (0.21%),1691.8 (7.34%),14151.14,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 05:34,17.6 (0.08%),4.7 (0.02%),2.7 (0.01%),0.0 (0.0%),1754.8 (7.58%),2238.3 (9.67%),320.5 (1.39%),1068.4 (4.62%),9350.9 (40.42%),324.2 (1.4%),6269.8 (27.1%),48.6 (0.21%),1736.6 (7.51%),14151.85,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 06:05,0.0 (0.0%),4.5 (0.02%),83.3 (0.35%),0.0 (0.0%),1758.8 (7.47%),2232.0 (9.48%),318.8 (1.35%),1029.8 (4.38%),9789.9 (41.6%),322.0 (1.37%),6274.3 (26.66%),47.9 (0.2%),1673.2 (7.11%),14346.22,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 06:34,0.0 (0.0%),4.3 (0.02%),185.0 (0.78%),0.0 (0.0%),1748.6 (7.35%),2227.4 (9.36%),310.0 (1.3%),1062.5 (4.47%),9941.4 (41.8%),323.7 (1.36%),6259.6 (26.32%),48.4 (0.2%),1674.2 (7.04%),14420.9,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 07:05,0.0 (0.0%),4.6 (0.02%),450.1 (1.86%),0.0 (0.0%),1775.9 (7.34%),2221.3 (9.18%),262.3 (1.08%),1012.3 (4.18%),10365.1 (42.84%),321.1 (1.33%),6339.1 (26.2%),48.1 (0.2%),1394.9 (5.77%),14680.01,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-08 16:43,359.6 (1.12%),3.9 (0.01%),1739.0 (5.41%),0.0 (0.0%),5411.2 (16.84%),2280.5 (7.1%),402.0 (1.25%),1456.6 (4.53%),10052.4 (31.28%),337.4 (1.05%),8355.6 (26.0%),61.4 (0.19%),1681.8 (5.23%),18500.36,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 03:05,292.6 (1.23%),32.2 (0.14%),0.0 (0.0%),0.0 (0.0%),2594.9 (10.89%),2262.1 (9.49%),558.2 (2.34%),722.6 (3.03%),9692.4 (40.68%),332.0 (1.39%),6982.6 (29.31%),44.8 (0.19%),310.3 (1.3%),15201.12,0.64,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 13:22,0.0 (0.0%),34.2 (0.12%),7175.3 (24.2%),0.0 (0.0%),1466.0 (4.94%),2128.5 (7.18%),431.2 (1.45%),721.2 (2.43%),9571.0 (32.28%),336.4 (1.13%),6879.5 (23.2%),44.6 (0.15%),865.2 (2.92%),14365.45,0.48,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 18:27,846.1 (2.89%),30.8 (0.11%),758.9 (2.6%),0.0 (0.0%),4363.4 (14.92%),2180.6 (7.46%),1246.1 (4.26%),702.0 (2.4%),10430.6 (35.67%),343.0 (1.17%),7583.7 (25.94%),57.7 (0.2%),695.8 (2.38%),16929.51,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 19:05,1503.3 (5.06%),28.9 (0.1%),0.0 (0.0%),0.0 (0.0%),4558.5 (15.34%),2173.1 (7.31%),1319.8 (4.44%),830.1 (2.79%),10479.9 (35.27%),350.4 (1.18%),7666.7 (25.8%),62.0 (0.21%),741.2 (2.49%),17206.1,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 20:05,1358.2 (4.58%),35.6 (0.12%),0.0 (0.0%),0.0 (0.0%),4586.1 (15.45%),2193.6 (7.39%),1363.3 (4.59%),741.3 (2.5%),10411.5 (35.08%),353.2 (1.19%),7663.7 (25.82%),61.0 (0.21%),913.0 (3.08%),17149.56,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 21:05,1371.0 (4.59%),29.8 (0.1%),0.0 (0.0%),0.0 (0.0%),4438.1 (14.87%),2203.0 (7.38%),1309.7 (4.39%),737.1 (2.47%),10717.5 (35.9%),357.1 (1.2%),7682.7 (25.74%),62.0 (0.21%),941.8 (3.16%),17255.57,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 22:05,1296.8 (4.45%),28.2 (0.1%),0.0 (0.0%),0.0 (0.0%),4313.3 (14.79%),2206.2 (7.56%),1229.9 (4.22%),672.5 (2.31%),10412.3 (35.69%),354.9 (1.22%),7706.8 (26.42%),61.3 (0.21%),888.3 (3.05%),17024.03,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-13 23:05,1036.8 (3.66%),34.0 (0.12%),0.0 (0.0%),0.0 (0.0%),3946.8 (13.93%),2205.1 (7.78%),1090.9 (3.85%),751.6 (2.65%),10388.8 (36.67%),350.2 (1.24%),7696.6 (27.17%),59.4 (0.21%),770.9 (2.72%),16860.94,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 00:05,1049.1 (3.89%),32.2 (0.12%),0.0 (0.0%),0.0 (0.0%),3151.0 (11.69%),2242.8 (8.32%),758.0 (2.81%),732.6 (2.72%),10173.2 (37.74%),342.8 (1.27%),7637.8 (28.33%),55.0 (0.2%),784.6 (2.91%),16315.19,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 01:05,477.0 (1.84%),31.6 (0.12%),0.0 (0.0%),0.0 (0.0%),2838.0 (10.92%),2234.6 (8.6%),603.0 (2.32%),743.7 (2.86%),10291.6 (39.61%),335.3 (1.29%),7633.5 (29.38%),51.2 (0.2%),740.3 (2.85%),16204.07,0.62,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 02:05,0.0 (0.0%),33.1 (0.13%),0.0 (0.0%),0.0 (0.0%),2840.8 (11.3%),2241.2 (8.91%),489.7 (1.95%),765.1 (3.04%),10049.0 (39.96%),335.4 (1.33%),7624.9 (30.32%),48.2 (0.19%),719.6 (2.86%),16092.74,0.64,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 14:19,2.8 (0.01%),30.6 (0.09%),5875.3 (17.32%),0.0 (0.0%),5615.5 (16.55%),2277.3 (6.71%),989.6 (2.92%),1414.0 (4.17%),9644.3 (28.42%),363.7 (1.07%),6664.3 (19.64%),52.6 (0.16%),999.8 (2.95%),16861.41,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 15:05,220.4 (0.65%),35.7 (0.11%),5726.9 (16.96%),0.0 (0.0%),5305.9 (15.71%),2281.7 (6.76%),1026.2 (3.04%),1498.0 (4.44%),9636.6 (28.53%),365.9 (1.08%),6720.4 (19.9%),53.2 (0.16%),905.0 (2.68%),16809.88,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 16:05,446.2 (1.31%),34.5 (0.1%),4789.8 (14.1%),0.0 (0.0%),5903.4 (17.37%),2281.7 (6.72%),1166.1 (3.43%),1547.6 (4.55%),9787.9 (28.81%),337.5 (0.99%),6783.0 (19.96%),59.8 (0.18%),840.9 (2.47%),17253.27,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 17:05,813.3 (2.45%),32.3 (0.1%),3255.1 (9.82%),0.0 (0.0%),5818.2 (17.56%),2286.7 (6.9%),1185.9 (3.58%),1480.4 (4.47%),9580.8 (28.91%),339.3 (1.02%),7129.1 (21.51%),61.4 (0.19%),1157.5 (3.49%),17385.59,0.52,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 18:05,1062.8 (3.34%),33.2 (0.1%),1131.1 (3.55%),0.0 (0.0%),5477.1 (17.21%),2284.0 (7.18%),1234.1 (3.88%),1587.5 (4.99%),10239.3 (32.18%),346.3 (1.09%),7242.5 (22.76%),59.6 (0.19%),1126.2 (3.54%),17712.25,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 19:05,1346.0 (4.25%),34.8 (0.11%),0.0 (0.0%),0.0 (0.0%),5916.8 (18.7%),2273.4 (7.18%),1392.9 (4.4%),1553.4 (4.91%),10362.2 (32.74%),348.1 (1.1%),7231.3 (22.85%),64.3 (0.2%),1123.4 (3.55%),17958.91,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 20:05,1292.0 (4.12%),33.1 (0.11%),0.0 (0.0%),0.0 (0.0%),5957.4 (19.01%),2274.4 (7.26%),1366.8 (4.36%),1499.8 (4.79%),10145.2 (32.37%),354.9 (1.13%),7207.4 (23.0%),66.9 (0.21%),1139.2 (3.64%),17825.58,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 21:05,1199.0 (3.89%),32.3 (0.1%),0.0 (0.0%),0.0 (0.0%),6038.0 (19.61%),2282.2 (7.41%),1112.1 (3.61%),1497.4 (4.86%),10318.6 (33.51%),356.4 (1.16%),7014.2 (22.78%),67.4 (0.22%),877.4 (2.85%),17785.91,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 22:05,760.3 (2.55%),32.8 (0.11%),0.0 (0.0%),0.0 (0.0%),5997.2 (20.11%),2276.6 (7.63%),862.1 (2.89%),1429.0 (4.79%),10054.7 (33.71%),351.4 (1.18%),7027.3 (23.56%),63.5 (0.21%),971.8 (3.26%),17591.96,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-14 23:05,754.2 (2.58%),29.1 (0.1%),0.0 (0.0%),0.0 (0.0%),5406.1 (18.51%),2286.0 (7.83%),852.4 (2.92%),1382.8 (4.73%),10144.4 (34.73%),349.7 (1.2%),6949.8 (23.79%),59.6 (0.2%),998.4 (3.42%),17247.57,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 00:05,452.0 (1.63%),26.6 (0.1%),0.0 (0.0%),0.0 (0.0%),4791.4 (17.26%),2285.7 (8.23%),764.1 (2.75%),1382.0 (4.98%),9700.2 (34.93%),343.2 (1.24%),6852.1 (24.68%),56.3 (0.2%),1113.0 (4.01%),16621.43,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 01:05,327.3 (1.23%),23.1 (0.09%),0.0 (0.0%),0.0 (0.0%),3699.2 (13.93%),2286.7 (8.61%),740.8 (2.79%),1207.6 (4.55%),9960.6 (37.5%),343.1 (1.29%),6870.7 (25.87%),52.1 (0.2%),1048.9 (3.95%),16114.89,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 02:05,13.4 (0.05%),26.9 (0.1%),0.0 (0.0%),0.0 (0.0%),3727.9 (14.22%),2279.0 (8.69%),737.8 (2.81%),1115.6 (4.26%),9946.4 (37.94%),337.0 (1.29%),6856.3 (26.15%),49.1 (0.19%),1126.5 (4.3%),16039.61,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 03:05,0.0 (0.0%),27.5 (0.11%),0.0 (0.0%),0.0 (0.0%),3673.0 (14.14%),2278.6 (8.77%),705.3 (2.72%),1125.2 (4.33%),9911.7 (38.16%),334.7 (1.29%),6810.1 (26.22%),47.1 (0.18%),1059.4 (4.08%),15955.1,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 04:05,0.0 (0.0%),20.6 (0.08%),0.0 (0.0%),0.0 (0.0%),3616.6 (14.12%),2281.4 (8.91%),671.3 (2.62%),1028.5 (4.02%),10053.1 (39.25%),326.7 (1.28%),6468.7 (25.26%),45.6 (0.18%),1098.4 (4.29%),15627.16,0.61,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 13:35,0.0 (0.0%),32.5 (0.09%),5762.5 (16.64%),0.0 (0.0%),5730.3 (16.55%),2244.5 (6.48%),742.1 (2.14%),1427.8 (4.12%),10187.5 (29.42%),336.3 (0.97%),7070.5 (20.42%),54.6 (0.16%),1033.7 (2.99%),17514.53,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 14:05,18.7 (0.05%),32.1 (0.09%),5557.1 (16.1%),0.0 (0.0%),5709.0 (16.54%),2275.0 (6.59%),942.9 (2.73%),1481.3 (4.29%),10074.4 (29.18%),341.2 (0.99%),7088.3 (20.53%),55.6 (0.16%),944.9 (2.74%),17527.67,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 16:51,1065.4 (3.14%),25.6 (0.08%),2637.3 (7.77%),0.0 (0.0%),6008.5 (17.7%),2281.1 (6.72%),1305.9 (3.85%),1547.4 (4.56%),10278.6 (30.27%),335.0 (0.99%),7269.5 (21.41%),61.2 (0.18%),1137.4 (3.35%),17987.55,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 17:05,1023.5 (3.09%),33.6 (0.1%),2079.2 (6.27%),0.0 (0.0%),5935.2 (17.9%),2281.7 (6.88%),1258.3 (3.79%),1506.7 (4.54%),10055.8 (30.32%),341.4 (1.03%),7368.6 (22.22%),60.9 (0.18%),1220.0 (3.68%),17909.67,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 18:05,921.0 (2.83%),30.3 (0.09%),959.3 (2.95%),0.0 (0.0%),5990.5 (18.44%),2282.9 (7.03%),1337.8 (4.12%),1574.6 (4.85%),10222.7 (31.46%),348.8 (1.07%),7524.7 (23.16%),61.8 (0.19%),1240.4 (3.82%),18209.77,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 19:05,1235.0 (3.83%),33.6 (0.1%),2.9 (0.01%),0.0 (0.0%),6067.6 (18.81%),2273.4 (7.05%),1399.7 (4.34%),1559.3 (4.84%),10383.2 (32.2%),351.4 (1.09%),7536.1 (23.37%),62.8 (0.19%),1345.2 (4.17%),18324.03,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 20:05,1158.1 (3.64%),28.8 (0.09%),0.0 (0.0%),0.0 (0.0%),6072.4 (19.07%),2289.5 (7.19%),1430.7 (4.49%),1465.4 (4.6%),10283.5 (32.3%),348.0 (1.09%),7538.2 (23.68%),67.0 (0.21%),1155.9 (3.63%),18237.47,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 21:05,984.8 (3.16%),30.9 (0.1%),0.0 (0.0%),0.0 (0.0%),6096.2 (19.54%),2285.5 (7.33%),1357.7 (4.35%),1497.1 (4.8%),10229.8 (32.8%),354.4 (1.14%),7353.5 (23.57%),67.0 (0.21%),935.8 (3.0%),18076.83,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 22:05,616.7 (2.01%),30.4 (0.1%),0.0 (0.0%),0.0 (0.0%),5932.2 (19.32%),2287.6 (7.45%),1349.6 (4.39%),1516.5 (4.94%),10381.8 (33.8%),349.3 (1.14%),7156.7 (23.3%),65.7 (0.21%),1025.7 (3.34%),17902.06,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-15 23:05,611.3 (2.05%),24.3 (0.08%),0.0 (0.0%),0.0 (0.0%),5471.6 (18.31%),2277.4 (7.62%),1277.3 (4.27%),1447.5 (4.84%),10035.9 (33.59%),351.8 (1.18%),7151.2 (23.93%),58.8 (0.2%),1171.7 (3.92%),17439.41,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 00:05,592.1 (2.09%),25.1 (0.09%),0.0 (0.0%),0.0 (0.0%),4326.6 (15.29%),2283.5 (8.07%),999.7 (3.53%),1572.4 (5.56%),9900.3 (34.98%),347.4 (1.23%),7160.3 (25.3%),57.0 (0.2%),1041.5 (3.68%),16882.68,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 01:05,470.6 (1.73%),21.0 (0.08%),0.0 (0.0%),0.0 (0.0%),3675.9 (13.53%),2278.9 (8.39%),806.8 (2.97%),1221.2 (4.5%),10097.6 (37.18%),345.1 (1.27%),7149.7 (26.32%),51.2 (0.19%),1041.8 (3.84%),16424.81,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 14:37,0.0 (0.0%),32.2 (0.09%),5924.7 (17.09%),0.0 (0.0%),5582.5 (16.11%),2248.7 (6.49%),1015.4 (2.93%),1449.6 (4.18%),10013.9 (28.89%),338.4 (0.98%),6932.6 (20.0%),52.2 (0.15%),1069.4 (3.09%),17246.22,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 15:05,284.9 (0.82%),34.9 (0.1%),5649.2 (16.3%),0.0 (0.0%),5582.9 (16.11%),2255.9 (6.51%),1022.1 (2.95%),1504.8 (4.34%),9894.1 (28.55%),338.3 (0.98%),6924.9 (19.98%),53.4 (0.15%),1109.3 (3.2%),17220.13,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 16:05,330.8 (0.97%),33.5 (0.1%),3989.8 (11.69%),0.0 (0.0%),6014.1 (17.62%),2250.6 (6.59%),1480.5 (4.34%),1564.0 (4.58%),9808.2 (28.74%),341.7 (1.0%),7253.6 (21.25%),54.8 (0.16%),1009.6 (2.96%),17723.27,0.52,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 17:05,945.3 (2.82%),32.4 (0.1%),1969.0 (5.87%),0.0 (0.0%),6113.3 (18.23%),2249.2 (6.71%),1519.7 (4.53%),1600.4 (4.77%),10274.1 (30.63%),336.6 (1.0%),7570.7 (22.57%),59.9 (0.18%),870.8 (2.6%),18312.05,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 18:05,865.3 (2.67%),33.3 (0.1%),592.4 (1.83%),0.0 (0.0%),6123.7 (18.92%),2257.6 (6.98%),1409.5 (4.36%),1654.8 (5.11%),10549.7 (32.6%),345.1 (1.07%),7576.6 (23.41%),63.1 (0.19%),892.0 (2.76%),18510.07,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 19:05,1384.2 (4.26%),34.6 (0.11%),0.0 (0.0%),0.0 (0.0%),6133.6 (18.85%),2274.6 (6.99%),1599.6 (4.92%),1642.2 (5.05%),10857.9 (33.38%),353.9 (1.09%),7580.4 (23.3%),64.7 (0.2%),605.3 (1.86%),18688.68,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 20:05,1364.2 (4.26%),32.5 (0.1%),0.0 (0.0%),0.0 (0.0%),6142.1 (19.16%),2275.5 (7.1%),1425.2 (4.45%),1535.7 (4.79%),10871.3 (33.92%),354.4 (1.11%),7571.0 (23.62%),66.9 (0.21%),412.4 (1.29%),18630.35,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 21:05,762.7 (2.44%),30.3 (0.1%),0.0 (0.0%),0.0 (0.0%),6132.9 (19.62%),2280.5 (7.3%),1355.1 (4.33%),1511.4 (4.83%),10728.0 (34.32%),356.8 (1.14%),7573.9 (24.23%),67.7 (0.22%),461.3 (1.48%),18549.23,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 22:05,835.1 (2.75%),32.6 (0.11%),0.0 (0.0%),0.0 (0.0%),5868.6 (19.35%),2283.9 (7.53%),1294.5 (4.27%),1566.0 (5.16%),10269.1 (33.85%),355.5 (1.17%),7297.7 (24.06%),64.8 (0.21%),467.1 (1.54%),17971.37,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-16 23:05,601.6 (2.04%),34.1 (0.12%),0.0 (0.0%),0.0 (0.0%),5574.5 (18.92%),2277.0 (7.73%),1307.3 (4.44%),1444.1 (4.9%),10001.3 (33.95%),352.0 (1.19%),7269.0 (24.68%),57.9 (0.2%),539.9 (1.83%),17576.57,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-17 00:05,665.8 (2.37%),31.2 (0.11%),0.0 (0.0%),0.0 (0.0%),4822.9 (17.16%),2275.1 (8.09%),1285.5 (4.57%),1484.8 (5.28%),9624.3 (34.24%),347.1 (1.23%),6939.9 (24.69%),55.4 (0.2%),576.6 (2.05%),16732.75,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-17 01:05,724.1 (2.67%),31.3 (0.12%),0.0 (0.0%),0.0 (0.0%),4229.6 (15.57%),2289.1 (8.43%),799.6 (2.94%),1245.0 (4.58%),10204.1 (37.57%),340.9 (1.26%),6656.6 (24.51%),50.7 (0.19%),590.3 (2.17%),16330.79,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-17 02:05,22.2 (0.08%),28.0 (0.1%),0.0 (0.0%),0.0 (0.0%),4433.6 (16.6%),2280.5 (8.54%),741.3 (2.78%),1212.6 (4.54%),10442.0 (39.11%),341.1 (1.28%),6658.7 (24.94%),48.8 (0.18%),492.1 (1.84%),16525.0,0.62,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-17 03:05,0.0 (0.0%),32.0 (0.12%),0.0 (0.0%),0.0 (0.0%),4463.5 (16.8%),2280.6 (8.58%),859.4 (3.23%),1147.9 (4.32%),10448.3 (39.32%),337.6 (1.27%),6660.5 (25.06%),47.7 (0.18%),296.9 (1.12%),16502.26,0.62,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-07-17 04:05,0.0 (0.0%),30.3 (0.12%),0.0 (0.0%),0.0 (0.0%),4375.3 (16.78%),2275.2 (8.73%),705.4 (2.71%),1124.3 (4.31%),10324.6 (39.6%),337.2 (1.29%),6656.9 (25.53%),46.3 (0.18%),194.3 (0.75%),16372.53,0.63,,,0.0,0.0,0.0,,,,,,,,,,,,
